,id,conversation_id,date,username,tweet,hashtags,tweet_original,label
944,"9,4363050653245E+017","9,4363050653245E+017",2017-12-21,goodhartbadart,Pro tip: donβ€™t go out to eat when youβ€™re  because you canβ€™t taste anything,['#depressed'],Pro tip: donβ€™t go out to eat when youβ€™re #depressed because you canβ€™t taste anything,1
951,"9,4358439746646E+017","9,4358439746646E+017",2017-12-20,nllittle78,The let down from yesterdays elation and interviewing has taken affect. I am suitably depressed again. Not too much because I have a recruiter critter talking to me.  ,"['#unemployed', '#depressed']",The let down from yesterdays elation and interviewing has taken affect. I am suitably depressed again. Not too much because I have a recruiter critter talking to me. #unemployed #depressed,1
955,"9,43568555227759E+017","9,43568555227759E+017",2017-12-20,mrscichocki22,They say everything happens for a reason...   best be a good reason my childβ€™s father left me again. 5 days before Christmas thanks you fucking prick. ,['#depressed'],They say everything happens for a reason...   best be a good reason my childβ€™s father left me again. 5 days before Christmas thanks you fucking prick. #depressed,1
957,"9,43558364625121E+017","9,43558364625121E+017",2017-12-20,sixtynine_mars,Sucks to be livin in a place where no one gives a shit about you. ,['#depressed'],Sucks to be livin in a place where no one gives a shit about you. #depressed,1
959,"9,43544890046255E+017","9,43544890046255E+017",2017-12-20,fa_a17,I feel so lost and empty right now π’” ,"['#depressed', '#difficult_times']",I feel so lost and empty right now π’”#depressed #difficult_times,1
978,"9,43491689343316E+017","9,43491689343316E+017",2017-12-20,jonathanloyd,I need to stop putting my worth in others people hands. And my happiness in plans that can fall through.  ,"['#depressed', '#ineedatherapist']",I need to stop putting my worth in others people hands. And my happiness in plans that can fall through. #Depressed #INeedATherapist,1
980,"9,43479975297946E+017","9,43479975297946E+017",2017-12-20,imyourlaraaaah,depression go away don't come again another daylil girl wants to playdepression go away  ,"['#depression', '#depressed']",depression go away don't come again another daylil girl wants to playdepression go away #Depression #depressed,1
993,"9,43396048424272E+017","9,43396048424272E+017",2017-12-20,19emilylou,I am missing you so much right now I canβ€™t believe I lost you just short of 5 hours ago. I feel nothing and everything at the same time   .,"['#lost', '#depressed', '#gone']",I am missing you so much right now I canβ€™t believe I lost you just short of 5 hours ago. I feel nothing and everything at the same time #lost #depressed #gone.,1
1001,"9,4761790077243E+017","9,4761790077243E+017",2018-01-01,hope4siblings,"  abuse AFFIRMATION 4 A SURVIVOR of Sibling Abuse: ""I will not compare myself to anyone else on earth."" pic.twitter.com/1AZwc59Dwd","['#depression', '#elder']","#depression #elder abuse AFFIRMATION 4 A SURVIVOR of Sibling Abuse: ""I will not compare myself to anyone else on earth."" pic.twitter.com/1AZwc59Dwd",1
1004,"9,47615472228254E+017","9,47615472228254E+017",2018-01-01,fistybuttpunch,"You know youβ€™re off when your life is going p okay, but thereβ€™s just something thatβ€™s... off. I canβ€™t put my finger on it. Is it ? Is it ? Idk. You feel meh but you canβ€™t explain it. Thatβ€™s the real curse.","['#depression', '#anxiety']","You know youβ€™re off when your life is going p okay, but thereβ€™s just something thatβ€™s... off. I canβ€™t put my finger on it. Is it #depression? Is it #Anxiety? Idk. You feel meh but you canβ€™t explain it. Thatβ€™s the real curse.",1
1012,"9,47613364141818E+017","9,47613364141818E+017",2018-01-01,chelsitasidler,"Depression doesn't just come once and leave. It is something I have to fight every day, some days more than others.  ","['#endthestigma', '#depression']","Depression doesn't just come once and leave. It is something I have to fight every day, some days more than others. #endthestigma #depression",1
1021,"9,47609649951384E+017","9,47609649951384E+017",2018-01-01,tiniestsparrow,"Depression is, when all you can think of 18 minutes past midnight is fuck I'm still alive.   ","['#depression', '#newyearseve', '#welcome2018']","Depression is, when all you can think of 18 minutes past midnight is fuck I'm still alive. #depression #newyearseve #welcome2018",1
1027,"9,47607947311567E+017","9,47607947311567E+017",2018-01-01,sami_jonez,Wish something good would come into my life   ,"['#possibilities', '#ifonly', '#depression']",Wish something good would come into my life #possibilities #ifonly #depression,1
1034,"9,47606106267898E+017","9,47606106267898E+017",2018-01-01,myselfandhealth,"Don't let anyone make you feel bad for not wanting to be around people or declining an invitation. Instead,applaud yourself for knowing when to say no to someone else's social agenda!  ","['#depression', '#anxiety']","Don't let anyone make you feel bad for not wanting to be around people or declining an invitation. Instead,applaud yourself for knowing when to say no to someone else's social agenda! #depression #anxiety",1
1038,"9,47605604239061E+017","9,47605604239061E+017",2018-01-01,skaterfantasy,"In all honesty, my actual New Yearβ€™s resolution is to be nicer to myself...I became my own worse enemy in 2017 and I donβ€™t wanna give up just yet.    pic.twitter.com/ZipSVbJjqd","['#depression', '#anxiety', '#overthinking']","In all honesty, my actual New Yearβ€™s resolution is to be nicer to myself...I became my own worse enemy in 2017 and I donβ€™t wanna give up just yet. #Depression #Anxiety #Overthinking pic.twitter.com/ZipSVbJjqd",1
1106,"9,47587393506415E+017","9,47587393506415E+017",2017-12-31,durgadasaduriel,"In recovery, we may struggle to release some beliefs that were true in an episode of  or , but that aren't now. E.g. ""I only have the energy to go out once a week; shopping = panic."" Part of  is challenging these thoughts & gently nudging ourselves on.","['#depression', '#anxiety', '#recovery']","In recovery, we may struggle to release some beliefs that were true in an episode of #depression or #anxiety, but that aren't now. E.g. ""I only have the energy to go out once a week; shopping = panic."" Part of #recovery is challenging these thoughts & gently nudging ourselves on.",1
1114,"9,47585008767787E+017","9,47585008767787E+017",2017-12-31,stormwolff,"So...for the first time in two days, I got up, showered, and I'm actually out. Because depression may suck, but, I have to keep fighting. ",['#depression'],"So...for the first time in two days, I got up, showered, and I'm actually out. Because depression may suck, but, I have to keep fighting. #depression",1
1117,"9,47584582706237E+017","9,47269559450526E+017",2017-12-31,scienerf,"we're always so scared to admit that we're struggling with the fear of stigma, yet I've usually been pleasantly surprised by peoples reactions when I tell them about  and  problems, there's so many of us with them at some point! ","['#anxiety', '#depression', '#joinin']","we're always so scared to admit that we're struggling with the fear of stigma, yet I've usually been pleasantly surprised by peoples reactions when I tell them about #anxiety and #depression problems, there's so many of us with them at some point! #JoinIn",1
1118,"9,4758409734137E+017","9,4758409734137E+017",2017-12-31,leecoleman_1980,"Good riddance to a shocking year, roll on a more positive and happy one. Looking forward to restarting my life and getting the old me back.",['#depression'],"Good riddance to a shocking year, roll on a more positive and happy one. Looking forward to restarting my life and getting the old me back.#depression",1
1168,"9,47571774643954E+017","9,47571774643954E+017",2017-12-31,dailygoldrose,I canβ€™t believe I am going into 2018 feeling so anxious and depressed   ,"['#depression', '#blogger', '#anxietyproblems']",I canβ€™t believe I am going into 2018 feeling so anxious and depressed #depression #blogger #anxietyproblems,1
1180,"9,47568136416403E+017","9,47568136416403E+017",2017-12-31,devon_malone,"I'm glad I'm loved so much. Otherwise these ""kill your self"" ""Fuck the world"" ""I'm losing my mind"" Thoughts might actually take root.   ","['#depression', '#thelongnight', '#fightfightfight']","I'm glad I'm loved so much. Otherwise these ""kill your self"" ""Fuck the world"" ""I'm losing my mind"" Thoughts might actually take root. #depression #thelongnight #fightfightfight",1
1237,"9,47555117804413E+017","9,47555117804413E+017",2017-12-31,toilet_selfies,Sitting in a full dispensary waiting room and I havenβ€™t showered in a week so no one is sitting next to me LOL ,['#depression'],Sitting in a full dispensary waiting room and I havenβ€™t showered in a week so no one is sitting next to me LOL #depression,1
1248,"9,47552705442206E+017","9,47552705442206E+017",2017-12-31,hope4siblings,  SIBLING ABUSE SURVIVOR? Therapy never worked?  pic.twitter.com/tvcuYnD5nB,"['#bullying', '#depression']",#bullying #depression SIBLING ABUSE SURVIVOR? Therapy never worked?  pic.twitter.com/tvcuYnD5nB,1
1264,"9,47548537759207E+017","9,47548537759207E+017",2017-12-31,herownmind2018,"What does it mean when the bad, uncomfortable and harmful things are what you remember about your life? ",['#depression'],"What does it mean when the bad, uncomfortable and harmful things are what you remember about your life? #depression",1
1402,"9,4751436694086E+017","9,4751436694086E+017",2017-12-31,kingjefferson1,When you start to think positively but depression creeps up and says β€donβ€™t be stupidβ€   ,"['#depression', '#completefailure', '#bullshit']",When you start to think positively but depression creeps up and says β€donβ€™t be stupidβ€ #depression #completefailure #bullshit,1
1412,"9,47511720758702E+017","9,47511720758702E+017",2017-12-31,kesleyelizabeth,"Ending the year same way I started it, with a depression nap.    ","['#depression', '#newyears', '#life']","Ending the year same way I started it, with a depression nap. #depression #2017 #NewYears #life",1
1448,"9,47504254964699E+017","9,47504254964699E+017",2017-12-31,jayybriggs,You ever see your face from a different angle and have a mental break down ,"['#anxiety', '#depression']",You ever see your face from a different angle and have a mental break down #anxiety #depression,1
1532,"9,47481375661228E+017","9,47481375661228E+017",2017-12-31,pieafteramovie,"2017 has been the worst year of my life. At times I didn't think I'd make it to 2018.Remember if you are struggling then get help, talk to someone, be kind to yourself and don't give up.",['#depression'],"2017 has been the worst year of my life. At times I didn't think I'd make it to 2018.Remember if you are struggling then get help, talk to someone, be kind to yourself and don't give up.#Depression",1
