,id,conversation_id,date,username,tweet_processed,hashtags,tweet_original,target,,
1418,"1,07976980828197E+018","1,07976980828197E+018",2018-12-31,valariejward,"As someone who's been dealing with  and  nearly all my life, I have always hated inspirational quotes or advice that don't apply to people like me. ""Don't Worry, Be Happy""? Wow, why didn't I think of that? 🤦🏼‍♀️","['#anxiety', '#depression']","As someone who's been dealing with #anxiety and #depression nearly all my life, I have always hated inspirational quotes or advice that don't apply to people like me. ""Don't Worry, Be Happy""? Wow, why didn't I think of that? 🤦🏼‍♀️",1,,
1444,"1,07976318393245E+018","1,07976318393245E+018",2018-12-31,kumba_sara,I hate having a speech impediment!  ,"['#depression', '#peoplearejerks']",I hate having a speech impediment! #depression #peoplearejerks,1,,
1446,"1,07976246473939E+018","1,07976139213844E+018",2018-12-31,isalevin42," schmerzt, klar. Aber dass Silvester für mich so schlimm ist, liegt daran, dass ich ihn jahrelang mit meiner großen Liebe verbracht habe & das nicht mehr kann, weil der Mann, mit dem ich eine Zukunft geplant hatte, diese wegen  &  weggeworfen hat.","['#liebeskummer', '#depression', '#sucht']","#Liebeskummer schmerzt, klar. Aber dass Silvester für mich so schlimm ist, liegt daran, dass ich ihn jahrelang mit meiner großen Liebe verbracht habe & das nicht mehr kann, weil der Mann, mit dem ich eine Zukunft geplant hatte, diese wegen #Depression & #Sucht weggeworfen hat.",1,,
1454,"1,07975961721381E+018","1,07975961721381E+018",2018-12-31,ss_final,"Socialize with positive people, it'll help with ",['#depression'],"Socialize with positive people, it'll help with #depression",1,,
1455,"1,07975959347389E+018","1,07975959347389E+018",2018-12-31,cliffdimerandy," is a disease, it affects everybody no matter what your age is. I'm 36 but I've suffered from depression,   etc. Since I was a kid. It knows no age, race, it doesn't discriminate...we who suffer need to unite, I'm creating a website soon for depression. pic.twitter.com/o7fvyzkcV4","['#depression', '#anxiety', '#ptsd']","#depression is a disease, it affects everybody no matter what your age is. I'm 36 but I've suffered from depression, #anxiety #ptsd etc. Since I was a kid. It knows no age, race, it doesn't discriminate...we who suffer need to unite, I'm creating a website soon for depression. pic.twitter.com/o7fvyzkcV4",1,,
1468,"1,07975480811296E+018","1,07975480811296E+018",2018-12-31,ninemuff,Ich hasse Silvester! Es macht mir Angst!!! Es triggert mich!!!  ,"['#notjustsad', '#depression']",Ich hasse Silvester! Es macht mir Angst!!! Es triggert mich!!! #notjustsad #depression,1,,
1470,"1,07975471957118E+018","1,07975471957118E+018",2018-12-31,scapethought,My new years resolution is literally to try my best not to kill myself. How sad is that.   ,"['#newyearseve', '#depression', '#suicide']",My new years resolution is literally to try my best not to kill myself. How sad is that. #NewYearsEve #Depression #Suicide,1,,
1483,"1,07975174012631E+018","1,07975174012631E+018",2018-12-31,theresasaylor,Tired of holding it all together over the holidays. I’m ready to just fall apart now.  Heading to therapy now. A safe place do do just that.   ,"['#depression', '#anxiety']",Tired of holding it all together over the holidays. I’m ready to just fall apart now.  Heading to therapy now. A safe place do do just that.  #depression #anxiety,1,,
1498,"1,07974474887989E+018","1,07974474887989E+018",2018-12-31,rishik_raiden,"Do you remember how strong you stood when you were mentally stressed out or perhaps depressed of certain outcomes with the big smile on your face? Well, practically the suffering won't probably end with a new year, so it's time to face 2k19 the same way. 

 ","['#bye2018', '#depression']","Do you remember how strong you stood when you were mentally stressed out or perhaps depressed of certain outcomes with the big smile on your face? Well, practically the suffering won't probably end with a new year, so it's time to face 2k19 the same way. 

#Bye2018 #Depression",1,,
1500,"1,07974357129985E+018","1,07974357129985E+018",2018-12-31,jesselongshot,"Feel extremely depressed! Ineed someone tohold me and a literal shoulder to cry on, but i always weep alone! Nobody loves me or cares! Perpetual loneliness proves it beyond a shadow of a doubt! ",['#depression'],"Feel extremely depressed! Ineed someone tohold me and a literal shoulder to cry on, but i always weep alone! Nobody loves me or cares! Perpetual loneliness proves it beyond a shadow of a doubt! #depression",1,,
1506,"1,07974064197271E+018","1,07974064197271E+018",2018-12-31,reedahmad5,"Almost New Year here in Eastern Region.
Even I'm new to this Twitter, I just wanna say, thank you so much for your love and support. I really do.
And I hope that I don't get a lot of pressure and depression too much... 
Please... Help me... I can't do this alone...

",['#depression'],"Almost New Year here in Eastern Region.
Even I'm new to this Twitter, I just wanna say, thank you so much for your love and support. I really do.
And I hope that I don't get a lot of pressure and depression too much... 
Please... Help me... I can't do this alone...

#depression",1,,
1507,"1,07974044520126E+018","1,07974044520126E+018",2018-12-31,jesselongshot,Another lonely New Years Eve with nobody to talk to. La historia de mi vida. God knows i need somebody! ,['#depression'],Another lonely New Years Eve with nobody to talk to. La historia de mi vida. God knows i need somebody! #depression,1,,
1523,"1,07973696840843E+018","1,07973696840843E+018",2018-12-31,ss_final,Exercise is a powerful tool for dealing with ,['#depression'],Exercise is a powerful tool for dealing with #depression,1,,
1545,"1,07972767044171E+018","1,07972767044171E+018",2018-12-31,ss_final," is only temporary, you can get passed this!",['#depression'],"#Depression is only temporary, you can get passed this!",1,,
1551,"1,07972626347083E+018","1,07972626347083E+018",2018-12-31,notdeadyetft,"Good things that happened in 2018:
1. Diagnosed with 
2. Started meds
3. Had a stable very good start to this academic year noted by manager and seniors 🙂
4. Found myself coming out of  which had crippled me 
5. Generally happier! 

What about you guys?","['#bipolar', '#depression']","Good things that happened in 2018:
1. Diagnosed with #bipolar
2. Started meds
3. Had a stable very good start to this academic year noted by manager and seniors 🙂
4. Found myself coming out of #depression which had crippled me 
5. Generally happier! 

What about you guys?",1,,
1562,"1,07972400392376E+018","1,07972400392376E+018",2018-12-31,ss_final,"""Anger is energizing. The opposite of anger is depression, which is anger turned inward.""   ","['#whatyoudontsee', '#depression', '#depressionawarenessweek']","""Anger is energizing. The opposite of anger is depression, which is anger turned inward."" #whatyoudontsee #depression #depressionawarenessweek",1,,
1565,"1,07972275708302E+018","1,07972275708302E+018",2018-12-31,antdaboss214,I honestly don’t know why people think it’s a trend to say “I’m depressed” when in reality depression is nothing to joke about...  ,"['#justsaying', '#depression']",I honestly don’t know why people think it’s a trend to say “I’m depressed” when in reality depression is nothing to joke about... #JustSaying #Depression,1,,
1567,"1,07972197961425E+018","1,07972197961425E+018",2018-12-31,webdev77,"God knows every flaw, every habit, every mistake, and is still deeply in love with you. Let that sink all the way in.    pic.twitter.com/7mbNnd7D33","['#depression', '#suicide', '#pray']","God knows every flaw, every habit, every mistake, and is still deeply in love with you. Let that sink all the way in. #depression #suicide #pray pic.twitter.com/7mbNnd7D33",1,,
1575,"1,07971656790081E+018","1,07971656790081E+018",2018-12-31,eliseee194,"To those who struggled through NYE like me please try and think about something positive you want to achieve next year. Focus on the future. If you have no idea feel free to message me, I’m happy to chat   ","['#depression', '#anxiety', '#loneliness']","To those who struggled through NYE like me please try and think about something positive you want to achieve next year. Focus on the future. If you have no idea feel free to message me, I’m happy to chat #depression #anxiety #loneliness",1,,
1598,"1,07970814650604E+018","1,07970814650604E+018",2018-12-31,vsnaire,I don’t mean to drop in if we haven’t spoken in awhile. I’m trying to make myself better and learn from old friends so I can be better for them and for me. it’s a constant struggle justifying my importance to myself and to others. ,['#depression'],I don’t mean to drop in if we haven’t spoken in awhile. I’m trying to make myself better and learn from old friends so I can be better for them and for me. it’s a constant struggle justifying my importance to myself and to others. #depression,1,,
1603,"1,07970694025785E+018","1,07970694025785E+018",2018-12-31,erstekatze,"
Ich hab so Angst vor einem Rückfall. Wenn ich nicht funktioniere, bricht meine kleine Familie zusammen.",['#depression'],"#Depression
Ich hab so Angst vor einem Rückfall. Wenn ich nicht funktioniere, bricht meine kleine Familie zusammen.",1,,
1606,"1,07970622723872E+018","1,07970622384973E+018",2018-12-31,claire_lee,"It was also a year laced through with an almost constant struggle against chronic  and its effects, exacerbated by the medication I take for .","['#depression', '#bipolardisorder']","It was also a year laced through with an almost constant struggle against chronic #depression and its effects, exacerbated by the medication I take for #bipolardisorder.",1,,
1609,"1,07970546049475E+018","1,07970546049475E+018",2018-12-31,nandrew7,You had a couple of good months but I basically kicked your Arse in 2018. And will beat you more in 2019. Thnx for everyone that constantly helps me xx   pic.twitter.com/nZgj476kk9,['#depression'],You had a couple of good months but I basically kicked your Arse in 2018. And will beat you more in 2019. Thnx for everyone that constantly helps me xx #depression  pic.twitter.com/nZgj476kk9,1,,
1613,"1,07970388252213E+018","1,07970388252213E+018",2018-12-31,caffgarden,"Don't feel the best again today. Trying to get moving and haven't done anything yet. House needs doing, hens cleaning out and dogs taking out. A shower first on the list and shopping for this evening. christmas and New year always hard work for me.  ","['#depression', '#depressionisreal']","Don't feel the best again today. Trying to get moving and haven't done anything yet. House needs doing, hens cleaning out and dogs taking out. A shower first on the list and shopping for this evening. christmas and New year always hard work for me. #depression #DepressionIsReal",1,,
